Sector,Company Name,Industry,Symbol,Series,ISIN Code,NSE Symbol,Last Fetch,Live NIFTY LTP,Daily,Weekly,1M,3M,6M,YTD,Nifty Index 3M % Change,Stock Relative Strength vs Nifty,RS History,10D RS Change,Highest RS,Lowest RS,Average RS,RS Momentum Score,Consistency,RS Data Days,Volume History,Today Volume,10D Average Volume,Volume Ratio,Volume Change %,Upstox Instrument Key,Data Date,LTP,Return Calculation Price,Previous Close,LTP Change %,LTP Volume,LTP Last Traded Qty,LTP Fetch Time,Status
niftyindiadigital,Affle 3i Ltd.,Information Technology,AFFLE,EQ,INE00WC01027,,2026-09-26T17:05:51+05:30,,-0.63598,-1.590271,-6.450083,12.754555,24.379286,,-3.364827,16.119383,"[{'date': '2026-09-11', 'rs': 7.373662, 'volume': 89489}, {'date': '2026-09-15', 'rs': 7.742234, 'volume': 132668}, {'date': '2026-09-16', 'rs': 7.285402, 'volume': 124764}, {'date': '2026-09-17', 'rs': 7.486506, 'volume': 83893}, {'date': '2026-09-18', 'rs': 12.327539, 'volume': 434146}, {'date': '2026-09-21', 'rs': 10.949325, 'volume': 133554}, {'date': '2026-09-22', 'rs': 10.715659, 'volume': 74378}, {'date': '2026-09-23', 'rs': 11.219812, 'volume': 121001}, {'date': '2026-09-24', 'rs': 13.674255, 'volume': 99024}, {'date': '2026-09-25', 'rs': 16.119383, 'volume': 113281}]",8.745721,16.119383,7.285402,10.489378,6.255561,6.0,10.0,"[{'date': '2026-09-11', 'rs': 7.373662, 'volume': 89489}, {'date': '2026-09-15', 'rs': 7.742234, 'volume': 132668}, {'date': '2026-09-16', 'rs': 7.285402, 'volume': 124764}, {'date': '2026-09-17', 'rs': 7.486506, 'volume': 83893}, {'date': '2026-09-18', 'rs': 12.327539, 'volume': 434146}, {'date': '2026-09-21', 'rs': 10.949325, 'volume': 133554}, {'date': '2026-09-22', 'rs': 10.715659, 'volume': 74378}, {'date': '2026-09-23', 'rs': 11.219812, 'volume': 121001}, {'date': '2026-09-24', 'rs': 13.674255, 'volume': 99024}, {'date': '2026-09-25', 'rs': 16.119383, 'volume': 113281}]",113281.0,143657.444444,0.788549,-21.145054,NSE_EQ|INE00WC01027,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftymidsmallitandtelecom,Affle 3i Ltd.,Information Technology,AFFLE,EQ,INE00WC01027,,2026-09-26T17:05:51+05:30,,-0.63598,-1.590271,-6.450083,12.754555,24.379286,,-3.364827,16.119383,"[{'date': '2026-09-11', 'rs': 7.373662, 'volume': 89489}, {'date': '2026-09-15', 'rs': 7.742234, 'volume': 132668}, {'date': '2026-09-16', 'rs': 7.285402, 'volume': 124764}, {'date': '2026-09-17', 'rs': 7.486506, 'volume': 83893}, {'date': '2026-09-18', 'rs': 12.327539, 'volume': 434146}, {'date': '2026-09-21', 'rs': 10.949325, 'volume': 133554}, {'date': '2026-09-22', 'rs': 10.715659, 'volume': 74378}, {'date': '2026-09-23', 'rs': 11.219812, 'volume': 121001}, {'date': '2026-09-24', 'rs': 13.674255, 'volume': 99024}, {'date': '2026-09-25', 'rs': 16.119383, 'volume': 113281}]",8.745721,16.119383,7.285402,10.489378,6.255561,6.0,10.0,"[{'date': '2026-09-11', 'rs': 7.373662, 'volume': 89489}, {'date': '2026-09-15', 'rs': 7.742234, 'volume': 132668}, {'date': '2026-09-16', 'rs': 7.285402, 'volume': 124764}, {'date': '2026-09-17', 'rs': 7.486506, 'volume': 83893}, {'date': '2026-09-18', 'rs': 12.327539, 'volume': 434146}, {'date': '2026-09-21', 'rs': 10.949325, 'volume': 133554}, {'date': '2026-09-22', 'rs': 10.715659, 'volume': 74378}, {'date': '2026-09-23', 'rs': 11.219812, 'volume': 121001}, {'date': '2026-09-24', 'rs': 13.674255, 'volume': 99024}, {'date': '2026-09-25', 'rs': 16.119383, 'volume': 113281}]",113281.0,143657.444444,0.788549,-21.145054,NSE_EQ|INE00WC01027,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty500,Affle 3i Ltd.,Information Technology,AFFLE,EQ,INE00WC01027,,2026-09-26T17:05:51+05:30,,-0.63598,-1.590271,-6.450083,12.754555,24.379286,,-3.364827,16.119383,"[{'date': '2026-09-11', 'rs': 7.373662, 'volume': 89489}, {'date': '2026-09-15', 'rs': 7.742234, 'volume': 132668}, {'date': '2026-09-16', 'rs': 7.285402, 'volume': 124764}, {'date': '2026-09-17', 'rs': 7.486506, 'volume': 83893}, {'date': '2026-09-18', 'rs': 12.327539, 'volume': 434146}, {'date': '2026-09-21', 'rs': 10.949325, 'volume': 133554}, {'date': '2026-09-22', 'rs': 10.715659, 'volume': 74378}, {'date': '2026-09-23', 'rs': 11.219812, 'volume': 121001}, {'date': '2026-09-24', 'rs': 13.674255, 'volume': 99024}, {'date': '2026-09-25', 'rs': 16.119383, 'volume': 113281}]",8.745721,16.119383,7.285402,10.489378,6.255561,6.0,10.0,"[{'date': '2026-09-11', 'rs': 7.373662, 'volume': 89489}, {'date': '2026-09-15', 'rs': 7.742234, 'volume': 132668}, {'date': '2026-09-16', 'rs': 7.285402, 'volume': 124764}, {'date': '2026-09-17', 'rs': 7.486506, 'volume': 83893}, {'date': '2026-09-18', 'rs': 12.327539, 'volume': 434146}, {'date': '2026-09-21', 'rs': 10.949325, 'volume': 133554}, {'date': '2026-09-22', 'rs': 10.715659, 'volume': 74378}, {'date': '2026-09-23', 'rs': 11.219812, 'volume': 121001}, {'date': '2026-09-24', 'rs': 13.674255, 'volume': 99024}, {'date': '2026-09-25', 'rs': 16.119383, 'volume': 113281}]",113281.0,143657.444444,0.788549,-21.145054,NSE_EQ|INE00WC01027,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty500,JSW Infrastructure Ltd.,Services,JSWINFRA,EQ,INE880J01026,,2026-09-26T17:05:51+05:30,,0.374272,3.96267,4.95724,12.753036,50.041442,,-3.364827,16.117864,"[{'date': '2026-09-11', 'rs': 18.450109, 'volume': 2957954}, {'date': '2026-09-15', 'rs': 14.537714, 'volume': 3396380}, {'date': '2026-09-16', 'rs': 12.374678, 'volume': 2646886}, {'date': '2026-09-17', 'rs': 9.785589, 'volume': 1990569}, {'date': '2026-09-18', 'rs': 15.789544, 'volume': 25470641}, {'date': '2026-09-21', 'rs': 16.714596, 'volume': 4303920}, {'date': '2026-09-22', 'rs': 18.795087, 'volume': 17124150}, {'date': '2026-09-23', 'rs': 9.839858, 'volume': 3338113}, {'date': '2026-09-24', 'rs': 13.463615, 'volume': 4464796}, {'date': '2026-09-25', 'rs': 16.117864, 'volume': 3920526}]",-2.332245,18.795087,9.785589,14.586865,1.70111,5.0,10.0,"[{'date': '2026-09-11', 'rs': 18.450109, 'volume': 2957954}, {'date': '2026-09-15', 'rs': 14.537714, 'volume': 3396380}, {'date': '2026-09-16', 'rs': 12.374678, 'volume': 2646886}, {'date': '2026-09-17', 'rs': 9.785589, 'volume': 1990569}, {'date': '2026-09-18', 'rs': 15.789544, 'volume': 25470641}, {'date': '2026-09-21', 'rs': 16.714596, 'volume': 4303920}, {'date': '2026-09-22', 'rs': 18.795087, 'volume': 17124150}, {'date': '2026-09-23', 'rs': 9.839858, 'volume': 3338113}, {'date': '2026-09-24', 'rs': 13.463615, 'volume': 4464796}, {'date': '2026-09-25', 'rs': 16.117864, 'volume': 3920526}]",3920526.0,7299267.666667,0.537112,-46.288776,NSE_EQ|INE880J01026,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftylargemidcap250,JSW Infrastructure Ltd.,Services,JSWINFRA,EQ,INE880J01026,,2026-09-26T17:05:51+05:30,,0.374272,3.96267,4.95724,12.753036,50.041442,,-3.364827,16.117864,"[{'date': '2026-09-11', 'rs': 18.450109, 'volume': 2957954}, {'date': '2026-09-15', 'rs': 14.537714, 'volume': 3396380}, {'date': '2026-09-16', 'rs': 12.374678, 'volume': 2646886}, {'date': '2026-09-17', 'rs': 9.785589, 'volume': 1990569}, {'date': '2026-09-18', 'rs': 15.789544, 'volume': 25470641}, {'date': '2026-09-21', 'rs': 16.714596, 'volume': 4303920}, {'date': '2026-09-22', 'rs': 18.795087, 'volume': 17124150}, {'date': '2026-09-23', 'rs': 9.839858, 'volume': 3338113}, {'date': '2026-09-24', 'rs': 13.463615, 'volume': 4464796}, {'date': '2026-09-25', 'rs': 16.117864, 'volume': 3920526}]",-2.332245,18.795087,9.785589,14.586865,1.70111,5.0,10.0,"[{'date': '2026-09-11', 'rs': 18.450109, 'volume': 2957954}, {'date': '2026-09-15', 'rs': 14.537714, 'volume': 3396380}, {'date': '2026-09-16', 'rs': 12.374678, 'volume': 2646886}, {'date': '2026-09-17', 'rs': 9.785589, 'volume': 1990569}, {'date': '2026-09-18', 'rs': 15.789544, 'volume': 25470641}, {'date': '2026-09-21', 'rs': 16.714596, 'volume': 4303920}, {'date': '2026-09-22', 'rs': 18.795087, 'volume': 17124150}, {'date': '2026-09-23', 'rs': 9.839858, 'volume': 3338113}, {'date': '2026-09-24', 'rs': 13.463615, 'volume': 4464796}, {'date': '2026-09-25', 'rs': 16.117864, 'volume': 3920526}]",3920526.0,7299267.666667,0.537112,-46.288776,NSE_EQ|INE880J01026,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty500,LT Foods Ltd.,Fast Moving Consumer Goods,LTFOODS,EQ,INE818H01020,,2026-09-26T17:05:51+05:30,,-0.506478,-0.200851,-6.414802,12.641686,16.03022,,-3.364827,16.006513,"[{'date': '2026-09-11', 'rs': 16.807206, 'volume': 573174}, {'date': '2026-09-15', 'rs': 13.995905, 'volume': 376661}, {'date': '2026-09-16', 'rs': 12.962852, 'volume': 320057}, {'date': '2026-09-17', 'rs': 12.886418, 'volume': 232925}, {'date': '2026-09-18', 'rs': 13.272485, 'volume': 459122}, {'date': '2026-09-21', 'rs': 14.275513, 'volume': 404149}, {'date': '2026-09-22', 'rs': 13.222964, 'volume': 336273}, {'date': '2026-09-23', 'rs': 13.418095, 'volume': 440150}, {'date': '2026-09-24', 'rs': 14.229904, 'volume': 257102}, {'date': '2026-09-25', 'rs': 16.006513, 'volume': 248790}]",-0.800693,16.807206,12.886418,14.107786,2.109697,5.0,10.0,"[{'date': '2026-09-11', 'rs': 16.807206, 'volume': 573174}, {'date': '2026-09-15', 'rs': 13.995905, 'volume': 376661}, {'date': '2026-09-16', 'rs': 12.962852, 'volume': 320057}, {'date': '2026-09-17', 'rs': 12.886418, 'volume': 232925}, {'date': '2026-09-18', 'rs': 13.272485, 'volume': 459122}, {'date': '2026-09-21', 'rs': 14.275513, 'volume': 404149}, {'date': '2026-09-22', 'rs': 13.222964, 'volume': 336273}, {'date': '2026-09-23', 'rs': 13.418095, 'volume': 440150}, {'date': '2026-09-24', 'rs': 14.229904, 'volume': 257102}, {'date': '2026-09-25', 'rs': 16.006513, 'volume': 248790}]",248790.0,377734.777778,0.658637,-34.136327,NSE_EQ|INE818H01020,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty500,Jubilant Pharmova Ltd.,Healthcare,JUBLPHARMA,EQ,INE700A01033,,2026-09-26T17:05:51+05:30,,0.761386,0.614793,20.796709,12.334294,31.334232,,-3.364827,15.699121,"[{'date': '2026-09-11', 'rs': 5.325334, 'volume': 230939}, {'date': '2026-09-15', 'rs': 6.889136, 'volume': 190713}, {'date': '2026-09-16', 'rs': 4.459344, 'volume': 154099}, {'date': '2026-09-17', 'rs': 7.683589, 'volume': 87805}, {'date': '2026-09-18', 'rs': 13.026311, 'volume': 308313}, {'date': '2026-09-21', 'rs': 12.559464, 'volume': 304587}, {'date': '2026-09-22', 'rs': 12.191258, 'volume': 192545}, {'date': '2026-09-23', 'rs': 11.151273, 'volume': 135144}, {'date': '2026-09-24', 'rs': 14.439564, 'volume': 114741}, {'date': '2026-09-25', 'rs': 15.699121, 'volume': 156277}]",10.373787,15.699121,4.459344,10.342439,5.951868,5.0,10.0,"[{'date': '2026-09-11', 'rs': 5.325334, 'volume': 230939}, {'date': '2026-09-15', 'rs': 6.889136, 'volume': 190713}, {'date': '2026-09-16', 'rs': 4.459344, 'volume': 154099}, {'date': '2026-09-17', 'rs': 7.683589, 'volume': 87805}, {'date': '2026-09-18', 'rs': 13.026311, 'volume': 308313}, {'date': '2026-09-21', 'rs': 12.559464, 'volume': 304587}, {'date': '2026-09-22', 'rs': 12.191258, 'volume': 192545}, {'date': '2026-09-23', 'rs': 11.151273, 'volume': 135144}, {'date': '2026-09-24', 'rs': 14.439564, 'volume': 114741}, {'date': '2026-09-25', 'rs': 15.699121, 'volume': 156277}]",156277.0,190987.333333,0.818258,-18.174155,NSE_EQ|INE700A01033,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty500healthcare,Jubilant Pharmova Ltd.,Healthcare,JUBLPHARMA,EQ,INE700A01033,,2026-09-26T17:05:51+05:30,,0.761386,0.614793,20.796709,12.334294,31.334232,,-3.364827,15.699121,"[{'date': '2026-09-11', 'rs': 5.325334, 'volume': 230939}, {'date': '2026-09-15', 'rs': 6.889136, 'volume': 190713}, {'date': '2026-09-16', 'rs': 4.459344, 'volume': 154099}, {'date': '2026-09-17', 'rs': 7.683589, 'volume': 87805}, {'date': '2026-09-18', 'rs': 13.026311, 'volume': 308313}, {'date': '2026-09-21', 'rs': 12.559464, 'volume': 304587}, {'date': '2026-09-22', 'rs': 12.191258, 'volume': 192545}, {'date': '2026-09-23', 'rs': 11.151273, 'volume': 135144}, {'date': '2026-09-24', 'rs': 14.439564, 'volume': 114741}, {'date': '2026-09-25', 'rs': 15.699121, 'volume': 156277}]",10.373787,15.699121,4.459344,10.342439,5.951868,5.0,10.0,"[{'date': '2026-09-11', 'rs': 5.325334, 'volume': 230939}, {'date': '2026-09-15', 'rs': 6.889136, 'volume': 190713}, {'date': '2026-09-16', 'rs': 4.459344, 'volume': 154099}, {'date': '2026-09-17', 'rs': 7.683589, 'volume': 87805}, {'date': '2026-09-18', 'rs': 13.026311, 'volume': 308313}, {'date': '2026-09-21', 'rs': 12.559464, 'volume': 304587}, {'date': '2026-09-22', 'rs': 12.191258, 'volume': 192545}, {'date': '2026-09-23', 'rs': 11.151273, 'volume': 135144}, {'date': '2026-09-24', 'rs': 14.439564, 'volume': 114741}, {'date': '2026-09-25', 'rs': 15.699121, 'volume': 156277}]",156277.0,190987.333333,0.818258,-18.174155,NSE_EQ|INE700A01033,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftymetal,Hindustan Zinc Ltd.,Metals & Mining,HINDZINC,EQ,INE267A01025,,2026-09-26T17:05:51+05:30,,0.306566,-1.182886,-5.993615,12.074215,20.773095,,-3.364827,15.439043,"[{'date': '2026-09-11', 'rs': 4.145436, 'volume': 7158790}, {'date': '2026-09-15', 'rs': 3.026416, 'volume': 2402454}, {'date': '2026-09-16', 'rs': 2.722194, 'volume': 2902624}, {'date': '2026-09-17', 'rs': 3.861919, 'volume': 3019909}, {'date': '2026-09-18', 'rs': 8.534542, 'volume': 7197021}, {'date': '2026-09-21', 'rs': 6.101858, 'volume': 4306457}, {'date': '2026-09-22', 'rs': 10.070101, 'volume': 3894528}, {'date': '2026-09-23', 'rs': 12.264809, 'volume': 4064936}, {'date': '2026-09-24', 'rs': 17.465933, 'volume': 3299611}, {'date': '2026-09-25', 'rs': 15.439043, 'volume': 3349241}]",11.293607,17.465933,2.722194,8.363225,7.86202,5.0,10.0,"[{'date': '2026-09-11', 'rs': 4.145436, 'volume': 7158790}, {'date': '2026-09-15', 'rs': 3.026416, 'volume': 2402454}, {'date': '2026-09-16', 'rs': 2.722194, 'volume': 2902624}, {'date': '2026-09-17', 'rs': 3.861919, 'volume': 3019909}, {'date': '2026-09-18', 'rs': 8.534542, 'volume': 7197021}, {'date': '2026-09-21', 'rs': 6.101858, 'volume': 4306457}, {'date': '2026-09-22', 'rs': 10.070101, 'volume': 3894528}, {'date': '2026-09-23', 'rs': 12.264809, 'volume': 4064936}, {'date': '2026-09-24', 'rs': 17.465933, 'volume': 3299611}, {'date': '2026-09-25', 'rs': 15.439043, 'volume': 3349241}]",3349241.0,4249592.222222,0.788132,-21.186767,NSE_EQ|INE267A01025,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty500,Hindustan Zinc Ltd.,Metals & Mining,HINDZINC,EQ,INE267A01025,,2026-09-26T17:05:51+05:30,,0.306566,-1.182886,-5.993615,12.074215,20.773095,,-3.364827,15.439043,"[{'date': '2026-09-11', 'rs': 4.145436, 'volume': 7158790}, {'date': '2026-09-15', 'rs': 3.026416, 'volume': 2402454}, {'date': '2026-09-16', 'rs': 2.722194, 'volume': 2902624}, {'date': '2026-09-17', 'rs': 3.861919, 'volume': 3019909}, {'date': '2026-09-18', 'rs': 8.534542, 'volume': 7197021}, {'date': '2026-09-21', 'rs': 6.101858, 'volume': 4306457}, {'date': '2026-09-22', 'rs': 10.070101, 'volume': 3894528}, {'date': '2026-09-23', 'rs': 12.264809, 'volume': 4064936}, {'date': '2026-09-24', 'rs': 17.465933, 'volume': 3299611}, {'date': '2026-09-25', 'rs': 15.439043, 'volume': 3349241}]",11.293607,17.465933,2.722194,8.363225,7.86202,5.0,10.0,"[{'date': '2026-09-11', 'rs': 4.145436, 'volume': 7158790}, {'date': '2026-09-15', 'rs': 3.026416, 'volume': 2402454}, {'date': '2026-09-16', 'rs': 2.722194, 'volume': 2902624}, {'date': '2026-09-17', 'rs': 3.861919, 'volume': 3019909}, {'date': '2026-09-18', 'rs': 8.534542, 'volume': 7197021}, {'date': '2026-09-21', 'rs': 6.101858, 'volume': 4306457}, {'date': '2026-09-22', 'rs': 10.070101, 'volume': 3894528}, {'date': '2026-09-23', 'rs': 12.264809, 'volume': 4064936}, {'date': '2026-09-24', 'rs': 17.465933, 'volume': 3299611}, {'date': '2026-09-25', 'rs': 15.439043, 'volume': 3349241}]",3349241.0,4249592.222222,0.788132,-21.186767,NSE_EQ|INE267A01025,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftylargemidcap250,Hindustan Zinc Ltd.,Metals & Mining,HINDZINC,EQ,INE267A01025,,2026-09-26T17:05:51+05:30,,0.306566,-1.182886,-5.993615,12.074215,20.773095,,-3.364827,15.439043,"[{'date': '2026-09-11', 'rs': 4.145436, 'volume': 7158790}, {'date': '2026-09-15', 'rs': 3.026416, 'volume': 2402454}, {'date': '2026-09-16', 'rs': 2.722194, 'volume': 2902624}, {'date': '2026-09-17', 'rs': 3.861919, 'volume': 3019909}, {'date': '2026-09-18', 'rs': 8.534542, 'volume': 7197021}, {'date': '2026-09-21', 'rs': 6.101858, 'volume': 4306457}, {'date': '2026-09-22', 'rs': 10.070101, 'volume': 3894528}, {'date': '2026-09-23', 'rs': 12.264809, 'volume': 4064936}, {'date': '2026-09-24', 'rs': 17.465933, 'volume': 3299611}, {'date': '2026-09-25', 'rs': 15.439043, 'volume': 3349241}]",11.293607,17.465933,2.722194,8.363225,7.86202,5.0,10.0,"[{'date': '2026-09-11', 'rs': 4.145436, 'volume': 7158790}, {'date': '2026-09-15', 'rs': 3.026416, 'volume': 2402454}, {'date': '2026-09-16', 'rs': 2.722194, 'volume': 2902624}, {'date': '2026-09-17', 'rs': 3.861919, 'volume': 3019909}, {'date': '2026-09-18', 'rs': 8.534542, 'volume': 7197021}, {'date': '2026-09-21', 'rs': 6.101858, 'volume': 4306457}, {'date': '2026-09-22', 'rs': 10.070101, 'volume': 3894528}, {'date': '2026-09-23', 'rs': 12.264809, 'volume': 4064936}, {'date': '2026-09-24', 'rs': 17.465933, 'volume': 3299611}, {'date': '2026-09-25', 'rs': 15.439043, 'volume': 3349241}]",3349241.0,4249592.222222,0.788132,-21.186767,NSE_EQ|INE267A01025,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty200,Hindustan Zinc Ltd.,Metals & Mining,HINDZINC,EQ,INE267A01025,,2026-09-26T17:05:51+05:30,,0.306566,-1.182886,-5.993615,12.074215,20.773095,,-3.364827,15.439043,"[{'date': '2026-09-11', 'rs': 4.145436, 'volume': 7158790}, {'date': '2026-09-15', 'rs': 3.026416, 'volume': 2402454}, {'date': '2026-09-16', 'rs': 2.722194, 'volume': 2902624}, {'date': '2026-09-17', 'rs': 3.861919, 'volume': 3019909}, {'date': '2026-09-18', 'rs': 8.534542, 'volume': 7197021}, {'date': '2026-09-21', 'rs': 6.101858, 'volume': 4306457}, {'date': '2026-09-22', 'rs': 10.070101, 'volume': 3894528}, {'date': '2026-09-23', 'rs': 12.264809, 'volume': 4064936}, {'date': '2026-09-24', 'rs': 17.465933, 'volume': 3299611}, {'date': '2026-09-25', 'rs': 15.439043, 'volume': 3349241}]",11.293607,17.465933,2.722194,8.363225,7.86202,5.0,10.0,"[{'date': '2026-09-11', 'rs': 4.145436, 'volume': 7158790}, {'date': '2026-09-15', 'rs': 3.026416, 'volume': 2402454}, {'date': '2026-09-16', 'rs': 2.722194, 'volume': 2902624}, {'date': '2026-09-17', 'rs': 3.861919, 'volume': 3019909}, {'date': '2026-09-18', 'rs': 8.534542, 'volume': 7197021}, {'date': '2026-09-21', 'rs': 6.101858, 'volume': 4306457}, {'date': '2026-09-22', 'rs': 10.070101, 'volume': 3894528}, {'date': '2026-09-23', 'rs': 12.264809, 'volume': 4064936}, {'date': '2026-09-24', 'rs': 17.465933, 'volume': 3299611}, {'date': '2026-09-25', 'rs': 15.439043, 'volume': 3349241}]",3349241.0,4249592.222222,0.788132,-21.186767,NSE_EQ|INE267A01025,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftynext50,Hindustan Zinc Ltd.,Metals & Mining,HINDZINC,EQ,INE267A01025,,2026-09-26T17:05:51+05:30,,0.306566,-1.182886,-5.993615,12.074215,20.773095,,-3.364827,15.439043,"[{'date': '2026-09-11', 'rs': 4.145436, 'volume': 7158790}, {'date': '2026-09-15', 'rs': 3.026416, 'volume': 2402454}, {'date': '2026-09-16', 'rs': 2.722194, 'volume': 2902624}, {'date': '2026-09-17', 'rs': 3.861919, 'volume': 3019909}, {'date': '2026-09-18', 'rs': 8.534542, 'volume': 7197021}, {'date': '2026-09-21', 'rs': 6.101858, 'volume': 4306457}, {'date': '2026-09-22', 'rs': 10.070101, 'volume': 3894528}, {'date': '2026-09-23', 'rs': 12.264809, 'volume': 4064936}, {'date': '2026-09-24', 'rs': 17.465933, 'volume': 3299611}, {'date': '2026-09-25', 'rs': 15.439043, 'volume': 3349241}]",11.293607,17.465933,2.722194,8.363225,7.86202,5.0,10.0,"[{'date': '2026-09-11', 'rs': 4.145436, 'volume': 7158790}, {'date': '2026-09-15', 'rs': 3.026416, 'volume': 2402454}, {'date': '2026-09-16', 'rs': 2.722194, 'volume': 2902624}, {'date': '2026-09-17', 'rs': 3.861919, 'volume': 3019909}, {'date': '2026-09-18', 'rs': 8.534542, 'volume': 7197021}, {'date': '2026-09-21', 'rs': 6.101858, 'volume': 4306457}, {'date': '2026-09-22', 'rs': 10.070101, 'volume': 3894528}, {'date': '2026-09-23', 'rs': 12.264809, 'volume': 4064936}, {'date': '2026-09-24', 'rs': 17.465933, 'volume': 3299611}, {'date': '2026-09-25', 'rs': 15.439043, 'volume': 3349241}]",3349241.0,4249592.222222,0.788132,-21.186767,NSE_EQ|INE267A01025,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
nifty500,City Union Bank Ltd.,Financial Services,CUB,EQ,INE491A01021,,2026-09-26T17:05:51+05:30,,2.290042,-4.334365,-0.542328,11.945409,28.383608,,-3.364827,15.310237,"[{'date': '2026-09-11', 'rs': 15.941398, 'volume': 1628700}, {'date': '2026-09-15', 'rs': 13.524284, 'volume': 1260751}, {'date': '2026-09-16', 'rs': 16.969142, 'volume': 2169990}, {'date': '2026-09-17', 'rs': 20.587387, 'volume': 2026127}, {'date': '2026-09-18', 'rs': 22.679783, 'volume': 2196738}, {'date': '2026-09-21', 'rs': 21.543455, 'volume': 846007}, {'date': '2026-09-22', 'rs': 16.657069, 'volume': 2192380}, {'date': '2026-09-23', 'rs': 12.529902, 'volume': 1269250}, {'date': '2026-09-24', 'rs': 15.025114, 'volume': 3679351}, {'date': '2026-09-25', 'rs': 15.310237, 'volume': 1484087}]",-0.631161,22.679783,12.529902,17.076777,-1.962822,5.0,10.0,"[{'date': '2026-09-11', 'rs': 15.941398, 'volume': 1628700}, {'date': '2026-09-15', 'rs': 13.524284, 'volume': 1260751}, {'date': '2026-09-16', 'rs': 16.969142, 'volume': 2169990}, {'date': '2026-09-17', 'rs': 20.587387, 'volume': 2026127}, {'date': '2026-09-18', 'rs': 22.679783, 'volume': 2196738}, {'date': '2026-09-21', 'rs': 21.543455, 'volume': 846007}, {'date': '2026-09-22', 'rs': 16.657069, 'volume': 2192380}, {'date': '2026-09-23', 'rs': 12.529902, 'volume': 1269250}, {'date': '2026-09-24', 'rs': 15.025114, 'volume': 3679351}, {'date': '2026-09-25', 'rs': 15.310237, 'volume': 1484087}]",1484087.0,1918810.444444,0.773441,-22.655883,NSE_EQ|INE491A01021,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
niftyhousing,City Union Bank Ltd.,FINANCIAL SERVICES,CUB,EQ,INE491A01021,,2026-09-26T17:05:51+05:30,,2.290042,-4.334365,-0.542328,11.945409,28.383608,,-3.364827,15.310237,"[{'date': '2026-09-11', 'rs': 15.941398, 'volume': 1628700}, {'date': '2026-09-15', 'rs': 13.524284, 'volume': 1260751}, {'date': '2026-09-16', 'rs': 16.969142, 'volume': 2169990}, {'date': '2026-09-17', 'rs': 20.587387, 'volume': 2026127}, {'date': '2026-09-18', 'rs': 22.679783, 'volume': 2196738}, {'date': '2026-09-21', 'rs': 21.543455, 'volume': 846007}, {'date': '2026-09-22', 'rs': 16.657069, 'volume': 2192380}, {'date': '2026-09-23', 'rs': 12.529902, 'volume': 1269250}, {'date': '2026-09-24', 'rs': 15.025114, 'volume': 3679351}, {'date': '2026-09-25', 'rs': 15.310237, 'volume': 1484087}]",-0.631161,22.679783,12.529902,17.076777,-1.962822,5.0,10.0,"[{'date': '2026-09-11', 'rs': 15.941398, 'volume': 1628700}, {'date': '2026-09-15', 'rs': 13.524284, 'volume': 1260751}, {'date': '2026-09-16', 'rs': 16.969142, 'volume': 2169990}, {'date': '2026-09-17', 'rs': 20.587387, 'volume': 2026127}, {'date': '2026-09-18', 'rs': 22.679783, 'volume': 2196738}, {'date': '2026-09-21', 'rs': 21.543455, 'volume': 846007}, {'date': '2026-09-22', 'rs': 16.657069, 'volume': 2192380}, {'date': '2026-09-23', 'rs': 12.529902, 'volume': 1269250}, {'date': '2026-09-24', 'rs': 15.025114, 'volume': 3679351}, {'date': '2026-09-25', 'rs': 15.310237, 'volume': 1484087}]",1484087.0,1918810.444444,0.773441,-22.655883,NSE_EQ|INE491A01021,2026-09-25,,LAST COMPLETED CLOSE,,,,,,OK
